idx,title,answer,class_name,source
1524,"Checks if the Date object ""between"" is between from the given to Date objects.","java.util.Calendar.getTime(),java.util.zip.ZipEntry.getTime(),java.util.Date.getTime()","java.util.Calendar,java.util.zip.ZipEntry,java.util.Date",Tutorial Websites
1525,"Checks if the Element contains all of the attributes contained in the list of labels, or throws an XMLParserException if it does not.","org.w3c.dom.Element.hasAttribute(),java.lang.String.format()","org.w3c.dom.Element,java.lang.String",Tutorial Websites
1526,Checks if the String contains only hexidecimal digits or space (' ').,"java.util.regex.Pattern.compile(),java.util.regex.Pattern.matcher(),java.lang.String.matches()","java.util.regex.Pattern,java.util.regex.Pattern,java.lang.String",Tutorial Websites
1527,Checks if the String contains only hexidecimal digits.,"java.util.regex.Pattern.compile(),java.util.regex.Pattern.matcher(),java.lang.String.matches()","java.util.regex.Pattern,java.util.regex.Pattern,java.lang.String",Tutorial Websites
1528,Checks if the XML Element contains all of the attributes contained in the list of labels.,org.w3c.dom.Element.hasAttribute(),org.w3c.dom.Element,Tutorial Websites
1529,Checks if the XML Element contains any of the attributes contained in the list of labels.,org.w3c.dom.Element.hasAttribute(),org.w3c.dom.Element,Tutorial Websites
1530,Checks if the given int is a prime number.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1531,Checks if the list (iterable) contains something of an instance class c,java.lang.Class.isInstance(),java.lang.Class,Tutorial Websites
1532,Checks if the method exists or not,java.lang.String.equals(),java.lang.String,Tutorial Websites
1533,Checks if the number is a prime number.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1534,Checks if the specified collection/array/iterator is empty.,"java.lang.reflect.Array.getLength(),java.lang.Object.getClass()","java.lang.reflect.Array,java.lang.Object",Tutorial Websites
1535,Checks if two BigInteger arrays contain the same entries,"java.math.BigInteger.compareTo(),java.math.BigDecimal.compareTo()","java.math.BigInteger,java.math.BigDecimal",Tutorial Websites
1536,Checks if two doubles are approximately equal.,"java.lang.Math.abs(),java.lang.Math.pow()",java.lang.Math,Tutorial Websites
1537,"Checks that the item is between the two bounds, inclusive.","java.util.Comparator.naturalOrder(),java.util.Comparator.compare()",java.util.Comparator,Tutorial Websites
1538,Checks the first 16 bytes of the given ByteBuffer for a 0 byte.,"java.lang.Math.min(),java.nio.ByteBuffer.get()","java.lang.Math,java.nio.ByteBuffer",Tutorial Websites
1539,Checks the given dates for being equal.,java.util.Date.equals(),java.util.Date,Tutorial Websites
1540,"Checks the the given doubles if they are equals - which means they are closer than a predefined epsilon value, because comparing two doubles directly is a bad practice.",java.lang.Math.abs(),java.lang.Math,Tutorial Websites
1541,Checks to see if an array contains an item.,java.lang.String.equals(),java.lang.String,Tutorial Websites
1542,Checks to see if this array contains an object.,"java.lang.String.equals(),java.lang.String.hashCode()",java.lang.String,Tutorial Websites
1543,"Checks whether a given path is a File, does not exist (unless allowOverwrite is true) and is writable",java.io.File.isFile(),java.io.File,Tutorial Websites
1544,Checks whether a given string only contains numeric characters and thus is a number.,java.lang.String.matches(),java.lang.String,Tutorial Websites
1545,Checks whether a string can be obtained from the clipboard.,"java.awt.Toolkit.getDefaultToolkit(),java.awt.Toolkit.getSystemClipboard(),java.awt.datatransfer.Clipboard.isDataFlavorAvailable()","java.awt.Toolkit,java.awt.Toolkit,java.awt.datatransfer.Clipboard",Tutorial Websites
1546,Checks whether a string is a primitive type of java.,javax.sound.sampled.AudioFileFormat.Type.equals(),javax.sound.sampled.AudioFileFormat.Type,Tutorial Websites
1547,"Checks whether line (x1, y1) - (x2, y2) and line (x3, y3) - (x4, y4) intersect.","java.lang.Math.min(),java.lang.Math.max(),java.lang.Math.abs()",java.lang.Math,Tutorial Websites
1548,Checks whether or not a file is a text file or a binary one.,"java.io.File.isFile(),java.io.RandomAccessFile.getFilePointer(),java.lang.String.length()","java.io.File,java.io.RandomAccessFile,java.lang.String",Tutorial Websites
1549,Checks whether the COLLECTION is not NULL and has at least one element.,"java.util.Arrays.asList(),java.util.Collection.size(),java.util.Map.size()","java.util.Arrays,java.util.Collection,java.util.Map",Tutorial Websites
1550,"Checks whether the given day, month and year combination is a valid date or not.","java.util.Calendar.getInstance(),java.util.Calendar.clear(),java.util.Calendar.setLenient(),java.util.Calendar.set(),java.util.Calendar.getTimeInMillis()",java.util.Calendar,Tutorial Websites
1551,"Checks whether the given hour, minute and second combination is a valid time or not.","java.util.Calendar.getInstance(),java.util.Calendar.clear(),java.util.Calendar.setLenient(),java.util.Calendar.set(),java.util.Calendar.getTimeInMillis()",java.util.Calendar,Tutorial Websites
1552,"Checks whether the key event was a ""insert from clipboard"" combination (Ctrl+V or Shift+Ins).","java.awt.event.InputEvent.isControlDown(),java.awt.event.InputEvent.isAltDown(),java.awt.event.InputEvent.isShiftDown()","java.awt.event.InputEvent,java.awt.event.InputEvent,java.awt.event.InputEvent",Tutorial Websites
1553,Checks whether the line and the cubic curve intersect.,java.awt.geom.CubicCurve2D.solveCubic(),java.awt.geom.CubicCurve2D,Tutorial Websites
1554,"Checks whether the mouse event is a ""print screen"" event: Alt+Shift+Left-Click.","java.awt.event.InputEvent.isAltDown(),java.awt.event.InputEvent.isShiftDown(),java.awt.event.InputEvent.isControlDown()","java.awt.event.InputEvent,java.awt.event.InputEvent,java.awt.event.InputEvent",Tutorial Websites
1555,Checks whether the mouse event is a double-click event (with the left mouse button).,java.awt.event.MouseEvent.getClickCount(),java.awt.event.MouseEvent,Tutorial Websites
1556,Checks whether the mouse event is a left-click event.,java.awt.event.MouseEvent.getClickCount(),java.awt.event.MouseEvent,Tutorial Websites
1557,Checks whether the mouse event is a middle/wheel-click event.,java.awt.event.MouseEvent.getClickCount(),java.awt.event.MouseEvent,Tutorial Websites
1558,Checks whether the mouse event is a right-click event.,"java.awt.event.MouseEvent.getClickCount(),java.awt.event.InputEvent.isAltDown(),java.awt.event.InputEvent.isShiftDown(),java.awt.event.InputEvent.isControlDown()","java.awt.event.MouseEvent,java.awt.event.InputEvent,java.awt.event.InputEvent,java.awt.event.InputEvent",Tutorial Websites
1559,Checks whether the parameter is a valid IPv6 address (including compressed).,"java.util.regex.Pattern.matcher(),java.lang.String.matches(),java.lang.String.length(),java.lang.String.charAt()","java.util.regex.Pattern,java.lang.String,java.util.regex.Pattern",Tutorial Websites
1560,Checks whether the parameter is a valid compressed IPv6 address,"java.lang.String.length(),java.lang.String.charAt(),java.util.regex.Pattern.matcher(),java.lang.String.matches()","java.lang.String,java.util.regex.Pattern",Tutorial Websites
1561,Checks whether the property is editable or not.,"java.beans.PropertyDescriptor.getWriteMethod(),java.beans.Introspector.getBeanInfo(),java.beans.BeanInfo.getPropertyDescriptors(),java.lang.String.equals()","java.beans.PropertyDescriptor,java.beans.Introspector,java.beans.BeanInfo,java.lang.String",Tutorial Websites
1562,Checks whether the quad and the cubic curves intersect.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1563,"Checks whether the specified ""flavor"" can be obtained from the clipboard.","java.awt.Toolkit.getDefaultToolkit(),java.awt.Toolkit.getSystemClipboard(),java.awt.datatransfer.Clipboard.isDataFlavorAvailable()","java.awt.Toolkit,java.awt.Toolkit,java.awt.datatransfer.Clipboard",Tutorial Websites
1564,Checks whether two cubic curves intersect.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1565,Checks whether two quads curve intersect.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1566,"Checks, whether the given Class 'clazz' overrides the given method in the Class 'base Clazz'.",java.lang.Class.getDeclaredMethod(),java.lang.Class,Tutorial Websites
1567,Class That Implements the Comparable Interface,java.util.Arrays.sort(),java.util.Arrays,Tutorial Websites
1568,Class declaration maintains the time in 24-hour format,"java.sql.Time.setTime(),java.lang.String.toString(),java.lang.String.format()","java.sql.Time,java.lang.String",Tutorial Websites
1569,Class declaration with overloaded constructors,"java.lang.String.toString(),java.lang.String.format()",java.lang.String,Tutorial Websites
1570,Class has Super Class,java.lang.String.equals(),java.lang.String,Tutorial Websites
1571,Classes Pattern and Matcher.,"java.util.regex.Pattern.compile(),java.util.regex.Pattern.matcher(),java.util.regex.Matcher.find(),java.util.regex.Matcher.group()","java.util.regex.Pattern,java.util.regex.Pattern,java.util.regex.Matcher",Tutorial Websites
1572,"Clean the JTable, only apply to DefaultTableModel",javax.swing.table.DefaultTableModel.setRowCount(),javax.swing.table.DefaultTableModel,Tutorial Websites
1573,Clean up HTML so it doesn't break XML,java.lang.String.replaceAll(),java.lang.String,Tutorial Websites
1574,Clear the ByteBuffer to be empty in flush mode.,"java.nio.Buffer.position(),java.nio.Buffer.limit()",java.nio.Buffer,Tutorial Websites
1575,Clear the time part from calendar,"java.util.Calendar.getInstance(),java.util.Calendar.set()",java.util.Calendar,Tutorial Websites
1576,Clears all child nodes in XML document,"org.w3c.dom.NodeList.getLength(),org.w3c.dom.NodeList.item()",org.w3c.dom.NodeList,Tutorial Websites
1577,Clickme Application With An Exit  Button,"java.lang.System.exit(),javax.swing.JOptionPane.showMessageDialog()","java.lang.System,javax.swing.JOptionPane",Tutorial Websites
1578,Client Execute Direct using apache http,"javax.xml.soap.MimeHeaders.getAllHeaders(),javax.swing.text.html.parser.DTD.getEntity(),java.lang.String.toString()","javax.xml.soap.MimeHeaders,javax.swing.text.html.parser.DTD,java.lang.String",Tutorial Websites
1579,Client Socket based on Thread,java.lang.System.exit(),java.lang.System,Tutorial Websites
1580,"Clone Hashtable, Returns an enumeration of the hashtable elements that is not changed by parallel changes to the hashtable.",java.util.Hashtable.clone(),java.util.Hashtable,Tutorial Websites
1581,"Clone Vector, Returns an enumeration of the vector list that is not changed by parallel changes to the vector.",java.util.Vector.clone(),java.util.Vector,Tutorial Websites
1582,Close a Writer in finally statement,java.util.List.get(),java.util.List,Tutorial Websites
1583,Closes the connection and print the stack-trace if there is any exception.,"java.sql.Connection.close(),java.lang.Throwable.printStackTrace()","java.sql.Connection,java.lang.Throwable",Tutorial Websites
1584,Closest power of two above.,"java.lang.Math.ceil(),java.lang.Math.log()",java.lang.Math,Tutorial Websites
1585,Collecting the Return Value of a Script in a Result Object,javax.script.ScriptEngineManager.getEngineByName(),javax.script.ScriptEngineManager,Tutorial Websites
1586,Color rgb To HSV Color,"java.lang.Math.max(),java.lang.Math.min()",java.lang.Math,Tutorial Websites
1587,Color to Hex Lowercase,"java.lang.String.toLowerCase(),java.lang.String.format(),java.awt.Color.getRGB()","java.lang.String,java.awt.Color",Tutorial Websites
1588,Color to Hex String,"java.awt.Color.getRGB(),java.lang.String.format()","java.awt.Color,java.lang.String",Tutorial Websites
1589,Combine the contents of two arrays and return the result.,"java.lang.reflect.Array.newInstance(),java.lang.Object.getClass(),java.lang.System.arraycopy()","java.lang.reflect.Array,java.lang.Object,java.lang.System",Tutorial Websites
1590,"Combines multiple byte arrays into a single, longer byte array.",java.util.Arrays.toString(),java.util.Arrays,Tutorial Websites
1591,Combines the elements of various lists into one list.,java.util.List.addAll(),java.util.List,Tutorial Websites
1592,Combining paths using path resolution,"java.nio.file.Paths.get(),java.nio.file.Path.toAbsolutePath()","java.nio.file.Paths,java.nio.file.Path",Tutorial Websites
1593,Committing and Rolling Back Updates to a Database,"java.sql.Connection.setAutoCommit(),java.sql.Connection.commit(),java.sql.Connection.rollback()",java.sql.Connection,Tutorial Websites
1594,"Compare Base64 encoding for JDK, apache common and bouncy castle","java.util.Base64.Encoder.encode(),java.lang.String.getBytes()","java.util.Base64.Encoder,java.lang.String",Tutorial Websites
1595,Compare Two Java boolean Arrays,java.util.Arrays.equals(),java.util.Arrays,Tutorial Websites
1596,Compare Two Java byte Arrays,java.util.Arrays.equals(),java.util.Arrays,Tutorial Websites
1597,Compare Two char Arrays,java.util.Arrays.equals(),java.util.Arrays,Tutorial Websites
1598,Compare Two double Arrays,java.util.Arrays.equals(),java.util.Arrays,Tutorial Websites
1599,Compare Two float Arrays,java.util.Arrays.equals(),java.util.Arrays,Tutorial Websites
1600,Compare date time using before method of Calendar,java.util.Calendar.getInstance(),java.util.Calendar,Tutorial Websites
1601,Compare float type value,"java.lang.Float.valueOf(),java.lang.String.compareTo(),java.lang.String.equals()","java.lang.Float,java.lang.String",Tutorial Websites
1602,Compare int Array and int Array Copy for equality,"java.lang.System.arraycopy(),java.util.Arrays.equals()","java.lang.System,java.util.Arrays",Tutorial Websites
1603,Compare method for more then one Comparable object.,"java.lang.String.equals(),java.lang.String.compareTo()",java.lang.String,Tutorial Websites
1604,"Compare paths by using the compareTo() method, which compares two abstract paths lexicographically.","java.nio.file.Paths.get(),java.lang.String.compareTo()","java.nio.file.Paths,java.lang.String",Tutorial Websites
1605,Compare the BigDecimal first to the int second.,"java.math.BigInteger.compareTo(),java.math.BigDecimal.compareTo()","java.math.BigInteger,java.math.BigDecimal",Tutorial Websites
1606,Compare the modifier of two elements,java.lang.String.contains(),java.lang.String,Tutorial Websites
1607,Compare two Date objects using after method,java.lang.Thread.sleep(),java.lang.Thread,Tutorial Websites
1608,Compare two Date objects using compareTo method,"java.lang.Thread.sleep(),java.lang.String.compareTo()","java.lang.Thread,java.lang.String",Tutorial Websites
1609,Compare two arrays of classes and return true if they are identical.,java.lang.Class.isAssignableFrom(),java.lang.Class,Tutorial Websites
1610,"Compare two double arrays and return true if both not null, and are of equal length and contain equal values.",java.lang.Math.abs(),java.lang.Math,Tutorial Websites
1611,Compare two file paths,java.lang.String.compareTo(),java.lang.String,Tutorial Websites
1612,Compares the two String for equality while ignoring the case.,java.lang.String.equalsIgnoreCase(),java.lang.String,Tutorial Websites
1613,Compares to double values and returns true if they should be treated as being equal.,"java.lang.Math.abs(),java.lang.Double.isNaN()","java.lang.Math,java.lang.Double",Tutorial Websites
1614,Compares two AnnotatedElement instances to see if they basically define the same data.,"java.lang.annotation.Annotation.annotationType(),java.lang.annotation.Annotation.equals()",java.lang.annotation.Annotation,Tutorial Websites
1615,"Compares two Strings, returning true if they are equal ignoring the case.",java.lang.String.equalsIgnoreCase(),java.lang.String,Tutorial Websites
1616,Comparing Strings with equals and compareTo methods,"java.lang.String.equals(),java.lang.String.compareTo()",java.lang.String,Tutorial Websites
1617,Compile a pattern that can will match a string if the string contains any of the given terms.,"java.util.regex.Pattern.compile(),java.lang.String.toString(),java.lang.String.length(),java.lang.String.charAt()","java.util.regex.Pattern,java.lang.String",Tutorial Websites
1618,Compile a pattern that can will match a string if the string equals any of the given terms.,"java.util.regex.Pattern.compile(),java.lang.String.toString(),java.lang.String.length(),java.lang.String.charAt()","java.util.regex.Pattern,java.lang.String",Tutorial Websites
1619,Compile a pattern that can will match a string if the string starts with any of the given terms.,"java.util.regex.Pattern.compile(),java.lang.String.toString(),java.lang.String.length(),java.lang.String.charAt()","java.util.regex.Pattern,java.lang.String",Tutorial Websites
1620,Compiling a Pattern with Multiple Flags,"java.util.regex.Pattern.compile(),java.util.regex.Pattern.matcher(),java.util.regex.Matcher.find()","java.util.regex.Pattern,java.util.regex.Matcher",Tutorial Websites
1621,Compound-interest calculations with for.,java.lang.Math.pow(),java.lang.Math,Tutorial Websites
1622,"Compute -log of a binomial of form p^n*(1-p)^(N-n)binomial(N,n).","java.lang.Math.log(),java.lang.Double.isInfinite(),java.lang.Double.isNaN(),java.lang.Double.doubleToRawLongBits()","java.lang.Math,java.lang.Double",Tutorial Websites
1623,Compute a brighter color,"java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()",java.awt.Color,Tutorial Websites
1624,Compute a darker color,"java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()",java.awt.Color,Tutorial Websites
1625,Compute an approximation to the natural logarithm.,"java.lang.Double.isInfinite(),java.lang.Double.isNaN(),java.lang.Double.doubleToRawLongBits()",java.lang.Double,Tutorial Websites
1626,Compute angle into image system basis where positive angle are defined in a ClockWise orientation,java.lang.Math.atan2(),java.lang.Math,Tutorial Websites
1627,"Compute determinant(A), where A = L*L^T via Cholesky decomposition is a symmetric, positive definite matrix.",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1628,"Compute hash code for two integers, a char, and a string with Objects.hash",java.util.Objects.hash(),java.util.Objects,Tutorial Websites
1629,Compute how much dialog can be put into the screen and returns a list with the coordinates from the dialog positions as Point objects.,"java.awt.Toolkit.getDefaultToolkit(),java.awt.Toolkit.getScreenSize()","java.awt.Toolkit,java.awt.Toolkit",Tutorial Websites
1630,Compute hyperbolic sine of a double.,"java.lang.Math.abs(),java.lang.Double.isNaN(),java.lang.Double.isInfinite(),java.lang.Math.exp()","java.lang.Math,java.lang.Double",Tutorial Websites
1631,"Compute matrix inversion of a symmetric, positive definite matrix by using the Cholesky Decomposition L of the matrix A.","java.lang.Math.sqrt(),java.lang.System.arraycopy()","java.lang.Math,java.lang.System",Tutorial Websites
1632,Compute network address from IP and mask,java.lang.String.toString(),java.lang.String,Tutorial Websites
1633,"Compute the angle between the vector (1,0) and the given vector.","java.lang.StringBuilder.length(),java.lang.StringBuffer.length(),java.lang.CharSequence.length(),java.lang.String.length(),java.lang.Math.atan2()","java.lang.StringBuilder,java.lang.StringBuffer,java.lang.CharSequence,java.lang.String,java.lang.Math",Tutorial Websites
1634,Compute the intersection of 2 lines described by a point and a vector.,java.lang.Math.abs(),java.lang.Math,Tutorial Websites
1635,Compute the length of a vector,"java.lang.Math.pow(),java.lang.Math.sqrt()",java.lang.Math,Tutorial Websites
1636,Compute the maximum (double) value of applying the given function to the given values using Lambda.,"java.util.function.Function.apply(),java.lang.Double.isNaN(),java.lang.Math.max()","java.util.function.Function,java.lang.Double,java.lang.Math",Tutorial Websites
1637,Compute the md5 hash of a File.,"java.security.MessageDigest.digest(),java.security.MessageDigest.getInstance()",java.security.MessageDigest,Tutorial Websites
1638,Compute the md5 hash of a InputStream.,java.security.MessageDigest.getInstance(),java.security.MessageDigest,Tutorial Websites
1639,Compute the multi-exponent base^exponent (modulo modulus) .,"java.math.BigInteger.mod(),java.math.BigInteger.modPow()","java.math.BigInteger,java.math.BigInteger",Tutorial Websites
1640,Compute the standard deviations along each column,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1641,Compute the standard deviations along each row,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1642,Compute the weighted geometric mean.,java.lang.Math.pow(),java.lang.Math,Tutorial Websites
1643,Compute the x and y configured norms of all other points from the data points at time step t.,"java.lang.Math.abs(),java.lang.Math.sqrt()",java.lang.Math,Tutorial Websites
1644,"Compute two arbitrary vectors perpendicular to the given normalized vector (x, y, z), and store them in dest1 and dest2, respectively.",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1645,"Computes a HMAC-SHA1 message digest of a given message, appends it to the message, returns the output.","javax.crypto.Mac.getInstance(),javax.crypto.Mac.init(),javax.crypto.Mac.doFinal(),java.lang.System.arraycopy()","javax.crypto.Mac,java.lang.System",Tutorial Websites
1646,"Computes a fast approximation to Math.pow(a, b).","java.lang.Float.floatToRawIntBits(),java.lang.Float.intBitsToFloat()",java.lang.Float,Tutorial Websites
1647,Computes a logarithmic interpolation between two values.,"java.lang.Math.pow(),java.lang.Math.log()",java.lang.Math,Tutorial Websites
1648,Computes an appropriate foreground color (either white or black) for the given background color.,java.awt.Color.getRGBColorComponents(),java.awt.Color,Tutorial Websites
1649,Computes an approximation of the distance of two points on the earth in meters using the mean radius of the earth.,"java.lang.Math.toRadians(),java.lang.Math.sin(),java.lang.Math.cos(),java.lang.Math.atan2(),java.lang.Math.sqrt()",java.lang.Math,Tutorial Websites
1650,"Computes an inverse logarithmic interpolation, returning an interpolation fraction.",java.lang.Math.log(),java.lang.Math,Tutorial Websites
1651,Computes and returns intervals a quadratic equation a*x^2+b*x+c=0 is positive.,"java.util.Arrays.toString(),java.lang.Math.sqrt()","java.util.Arrays,java.lang.Math",Tutorial Websites
1652,Computes arccosine for some cos(x).,"java.lang.Math.toDegrees(),java.lang.Math.acos()",java.lang.Math,Tutorial Websites
1653,"Computes cosine for some angle represented in degrees [0, 360].","java.lang.Math.cos(),java.lang.Math.toRadians()",java.lang.Math,Tutorial Websites
1654,Computes minimum distance from line to point,"java.lang.Math.sqrt(),java.lang.Math.abs()",java.lang.Math,Tutorial Websites
1655,Computes several visually distinct colors such that they are equally spaced apart in the HSB color space.,java.awt.Color.getHSBColor(),java.awt.Color,Tutorial Websites
1656,Computes the (bias-corrected sample) standard deviation of an array.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1657,Computes the (linear) correlation between two arrays.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1658,Computes the Age from the birthday till the compute Date object.,"java.util.Calendar.getTime(),java.util.zip.ZipEntry.getTime(),java.util.Date.getTime()","java.util.Calendar,java.util.zip.ZipEntry,java.util.Date",Tutorial Websites
1659,"Computes the L2 norm of an array (Euclidean norm or ""length"").",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1660,Computes the N-D unit vector in the direction of the vector supplied.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1661,Computes the angle between two straight lines defined by three points Line 1: p1-p2 and line 2: p2-p3.,java.lang.Math.atan2(),java.lang.Math,Tutorial Websites
1662,Computes the binary logarithm of an integer.,java.lang.Integer.numberOfLeadingZeros(),java.lang.Integer,Tutorial Websites
1663,"Computes the correlation between two arrays of the same length, p and q.",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1664,Computes the distance in kilometers between two points on Earth.,"java.lang.Math.toRadians(),java.lang.Math.acos(),java.lang.Math.sin(),java.lang.Math.cos()",java.lang.Math,Tutorial Websites
1665,Computes the distance of two points on a sphere.,"java.lang.Math.toRadians(),java.lang.Math.sin(),java.lang.Math.cos(),java.lang.Math.atan2(),java.lang.Math.sqrt()",java.lang.Math,Tutorial Websites
1666,Computes the euclidean distance between 2 double value lists,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1667,Computes the factorial of some integer value.,java.math.BigInteger.valueOf(),java.math.BigInteger,Tutorial Websites
1668,"Computes the logarithm of the given value to the base of 2, rounded down.",java.lang.Integer.numberOfLeadingZeros(),java.lang.Integer,Tutorial Websites
1669,Computes the logarithm of the given value to the base of 2.,java.lang.Integer.numberOfLeadingZeros(),java.lang.Integer,Tutorial Websites
1670,Computes the luminance difference of two colors (a value in range 0-255).,"java.lang.Math.abs(),java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()","java.lang.Math,java.awt.Color",Tutorial Websites
1671,Computes the luminance value of a color (a value in range 0-255).,"java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()",java.awt.Color,Tutorial Websites
1672,Computes the magnitude of an N-D vector.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1673,Computes the maximum bounds of the current screen device.,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getMaximumWindowBounds(),java.awt.Toolkit.getDefaultToolkit(),java.awt.Toolkit.getScreenSize()","java.awt.GraphicsEnvironment,java.awt.GraphicsEnvironment,java.awt.Toolkit,java.awt.Toolkit",Tutorial Websites
1674,Computes the median of an array.,java.lang.System.arraycopy(),java.lang.System,Tutorial Websites
1675,Computes the normalized confusion matrix for two vectors.,java.lang.System.arraycopy(),java.lang.System,Tutorial Websites
1676,Computes the percent difference between two non-negative numbers.,java.lang.Math.abs(),java.lang.Math,Tutorial Websites
1677,Computes the point nearest to the specified point p3 on the line defined by the two points p1 and p2.,java.lang.Math.round(),java.lang.Math,Tutorial Websites
1678,"Computes the standard deviation of a set, given the average value.",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1679,Computes the standard deviation of the values in the matrix.,"java.lang.Math.pow(),java.lang.Math.sqrt()",java.lang.Math,Tutorial Websites
1680,Computes the weighted average of scores: -> log( w0 * exp(score[0]) + w1 exp(score[1]) + w1 * exp(score[2]) + ..,"java.lang.Math.max(),java.lang.Math.exp(),java.lang.Math.log()",java.lang.Math,Tutorial Websites
1681,Computing the norm as the Euclidean norm.,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1682,"Computing the norm as the Euclidean norm; if it becomes clear that norm will be larger than limit, then return Double.POSITIVE_INFINITY immediately.",java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
1683,Concatenate 2 arrays into 1.,"java.lang.reflect.Array.newInstance(),java.lang.Object.getClass(),java.lang.Class.getComponentType(),java.lang.System.arraycopy()","java.lang.reflect.Array,java.lang.Object,java.lang.Class,java.lang.System",Tutorial Websites
1684,"Concatenate the given String arrays into one, with overlapping array elements included twice.","java.util.Arrays.toString(),java.lang.System.arraycopy()","java.util.Arrays,java.lang.System",Tutorial Websites
1685,Concatenate two arrays to one,"java.util.Arrays.toString(),java.lang.System.arraycopy()","java.util.Arrays,java.lang.System",Tutorial Websites
1686,Concatenates and returns the given byte arrays.,"java.util.Arrays.toString(),java.lang.System.arraycopy()","java.util.Arrays,java.lang.System",Tutorial Websites
1687,Concatenates two byte arrays.,"java.util.Arrays.toString(),java.lang.System.arraycopy()","java.util.Arrays,java.lang.System",Tutorial Websites
1688,Connect to Mysql database,"java.lang.Class.forName(),java.sql.DriverManager.getConnection()","java.lang.Class,java.sql.DriverManager",Tutorial Websites
1689,Connecting to an Oracle Database,"java.lang.Class.forName(),java.sql.DriverManager.getConnection()","java.lang.Class,java.sql.DriverManager",Tutorial Websites
1690,Constructing a Path Between Two Locations,java.nio.file.Paths.get(),java.nio.file.Paths,Tutorial Websites
1691,Constructor will create a connection to the MySQL Database.,"java.lang.Class.forName(),java.sql.DriverManager.getConnection()","java.lang.Class,java.sql.DriverManager",Tutorial Websites
1692,Constructs a AES_KEY_LEN byte AES key from a given seed,"java.security.MessageDigest.getInstance(),java.security.MessageDigest.digest(),java.lang.System.arraycopy()","java.security.MessageDigest,java.security.MessageDigest,java.lang.System",Tutorial Websites
1693,Constructs a new BitSet of given size whose set bits are specified by indices .,"java.lang.String.format(),java.util.BitSet.get(),java.util.BitSet.set()","java.lang.String,java.util.BitSet",Tutorial Websites
1694,Constructs a new synchronized List based on a LinkedList .,java.util.Collections.synchronizedList(),java.util.Collections,Tutorial Websites
1695,Constructs a new synchronized Set based on a HashSet .,java.util.Collections.synchronizedSet(),java.util.Collections,Tutorial Websites
1696,Constructs an InetAddress object for the IP address specified in the network-byte-order array.,"java.net.InetAddress.getByName(),java.lang.Object.getClass()","java.net.InetAddress,java.lang.Object",Tutorial Websites
1697,Consume each element in List,java.util.function.Consumer.accept(),java.util.function.Consumer,Tutorial Websites
1698,Continue With Label Demo,"java.lang.String.length(),java.lang.String.charAt()",java.lang.String,Tutorial Websites
1699,Continue to next for iteration,"java.lang.String.length(),java.lang.String.charAt()",java.lang.String,Tutorial Websites
1700,Controlling how a file is copied,"java.nio.file.FileSystems.getDefault(),java.nio.file.Files.createFile(),java.nio.file.Files.copy()","java.nio.file.FileSystems,java.nio.file.Files",Tutorial Websites
1701,Controlling the print dialog box type,"javax.swing.SwingUtilities.invokeLater(),java.awt.Window.setVisible()","javax.swing.SwingUtilities,java.awt.Window",Tutorial Websites
1702,Convenience function for determining Component Orientation.,java.awt.Component.getComponentOrientation(),java.awt.Component,Tutorial Websites
1703,Convenience method returning if the provided method returns boolean.,"java.lang.reflect.Method.getReturnType(),java.lang.String.equals(),javax.sound.sampled.AudioFileFormat.Type.toString()","java.lang.reflect.Method,java.lang.String,javax.sound.sampled.AudioFileFormat.Type",Tutorial Websites
1704,Convenience method returning if the provided method returns void.,java.lang.reflect.Method.getReturnType(),java.lang.reflect.Method,Tutorial Websites
1705,Convenience method to generate the HMAC-SHA1 signatures we are using in this application.,"javax.crypto.Mac.getInstance(),java.lang.String.getBytes()","javax.crypto.Mac,java.lang.String",Tutorial Websites
